newfile	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
4084a_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4084f_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4084h_QP.scf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4084h_QP.scf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4125h_QP.scf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4125h_QP.scf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4126f_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4128c_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4128d_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4128f_QP.scf	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;NA	-	-	-	-	-	-	-	Unassigned	-
4171a_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4171b_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4171d_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4179h_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4181b_QP.scf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4377h_PP.scf	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4348h_PP.scf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4348d_PP.scf	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4244e_PP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4244a_PP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4234g_PP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4234e_PP.scf	k__Fungi;p__Basidiomycota;c__Agaricomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4202d_PP.scf	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;NA	-	-	-	-	-	-	-	Unassigned	-
4202b_PP.scf	k__Fungi;p__Ascomycota;c__Sordariomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4181a_QP.scf	k__Fungi;p__Ascomycota;c__Dothideomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4173h_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4173g_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4173e_QP.scf	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4173c_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4173a_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4128g_QP.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
4126d_QP.scf	NA;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3659a_QQ.scf	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3652f_QQ.scf	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3641a_QQ.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3608e_QQ.scf	k__Fungi;p__Basidiomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3608b_QQ.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3604f_QQ.scf	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3604a_QQ.scf	k__Fungi;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3579g_QQ.scf	k__Fungi;p__Basidiomycota;c__Agaricomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3548e_QQ.scf	NA;NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3322c_PC.scf	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3322a_PC.scf	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
3218f_QC.scf	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
