seedling_id,height_cm,diameter_mm,leaf_count,chlorosis,notes,date,branching,alive,seedling_sp,soil_type,neighbor,neighb_sp,neighb_st,pot,treatment,neighb_alive
3567,6.5,4,10,NA,NA,2022-04-01,0,1,Q,Q,3917,P,Q,211146,D,0
3917,3.6,2.1,NA,2,NA,2022-04-01,2,1,P,Q,3567,Q,Q,211146,D,1
3349,3.6,2.1,NA,1,NA,2022-04-01,1,1,P,C,3891,P,Q,211271,D,0
3891,4.5,1.8,NA,5,NA,2022-04-01,7,1,P,Q,3349,P,C,211271,D,0
3011,9.8,4.9,9,NA,NA,2022-04-01,4,1,Q,C,3027,Q,C,211047,C,1
3027,8,4.5,10,NA,NA,2022-04-01,0,1,Q,C,3011,Q,C,211047,C,1
3415,3.2,2.1,NA,1,NA,2022-04-01,0.5,1,P,C,3862,P,Q,211158,C,1
3862,5,2.6,NA,5,NA,2022-04-01,4,1,P,Q,3415,P,C,211158,C,0
3539,8.4,6,9,NA,NA,2022-04-01,5,1,Q,Q,3918,P,Q,211122,C,1
3918,6,3.1,NA,5,NA,2022-04-01,8,1,P,Q,3539,Q,Q,211122,C,1
3855,10.3,3.8,NA,4,NA,2022-04-01,15,1,P,Q,4001,Q,P,211223,C,1
4001,10.8,6.5,22,NA,NA,2022-04-01,4.5,1,Q,P,3855,P,Q,211223,C,0
3513,7,2.7,13,NA,NA,2022-04-01,7,1,Q,Q,3812,P,Q,211238,C,0
3812,6.7,3.2,NA,3,NA,2022-04-01,5,1,P,Q,3513,Q,Q,211238,C,0
4011,8.1,5.3,29,NA,NA,2022-04-01,10,1,Q,P,4308,P,P,211178,C,1
3933,7.1,2.4,NA,3,NA,2022-07-01,16.5,1,P,Q,3245,P,C,211097,C,1
3245,5,2,NA,3,NA,2022-07-01,3.5,1,P,C,3933,P,Q,211097,C,1
4243,8.7,2.3,NA,4,NA,2022-07-01,10.3,1,P,P,3836,P,Q,211120,C,1
3836,9.4,3.4,NA,4,NA,2022-07-01,28.5,1,P,Q,4243,P,P,211120,C,1
4021,8.3,5.3,4,NA,NA,2022-07-01,0,1,Q,P,3590,Q,Q,211231,C,1
3590,5,4,11,NA,NA,2022-07-01,5.5,1,Q,Q,4021,Q,P,211231,C,1
4000,7.7,3.9,9,NA,NA,2022-07-01,0,1,Q,P,3559,Q,Q,211150,C,1
3559,8.5,3.3,9,NA,NA,2022-07-01,1,1,Q,Q,4000,Q,P,211150,C,1
3773,6.6,2.3,NA,5,NA,2022-07-01,6.8,1,P,Q,3473,P,C,211186,C,1
3473,5.2,2.8,NA,5,NA,2022-07-01,3,1,P,C,3773,P,Q,211186,C,1
4426,8,3.2,NA,5,NA,2022-07-01,18.5,1,P,P,3665,Q,Q,211183,C,1
3665,11.4,4.2,18,NA,NA,2022-07-01,2.3,1,Q,Q,4426,P,P,211183,C,1
3653,12,4.3,14,NA,NA,2022-07-01,0,1,Q,Q,4098,Q,P,211118,C,1
4098,7.2,3.3,15,NA,NA,2022-07-01,0,1,Q,P,3653,Q,Q,211118,C,1
3695,10.3,6.7,13,NA,NA,2022-07-01,10,1,Q,Q,3714,Q,Q,211048,C,1
3714,11.7,5.5,9,NA,NA,2022-07-01,1,1,Q,Q,3695,Q,Q,211048,C,1
3967,8,7.9,14,NA,NA,2022-07-01,2,1,Q,P,3693,Q,Q,211078,C,1
3693,9,4.6,7,NA,NA,2022-07-01,0,1,Q,Q,3967,Q,P,211078,C,1
3899,6.4,2.9,NA,5,NA,2022-07-01,13,1,P,Q,3736,P,Q,211318,C,1
3736,8.9,3.8,NA,5,NA,2022-07-01,20.7,1,P,Q,3899,P,Q,211318,C,1
3551,10.2,4.1,5,NA,NA,2022-07-01,0,1,Q,Q,3052,Q,C,211284,C,1
3052,7.5,3.2,14,NA,NA,2022-07-01,0,1,Q,C,3551,Q,Q,211284,C,1
3728,11,4.2,NA,4,NA,2022-07-01,22,1,P,Q,4279,P,P,211090,C,1
4279,7.5,2,NA,5,NA,2022-07-01,5.9,1,P,P,3728,P,Q,211090,C,1
4285,8.9,3.3,NA,5,NA,2022-07-01,20.9,1,P,P,3284,P,C,211073,C,0
3284,6.2,2.6,NA,4,NA,2022-07-01,4.2,1,P,C,4285,P,P,211073,C,1
3772,9.5,3.3,NA,4,NA,2022-07-01,10.2,1,P,Q,3982,Q,P,211050,C,1
3982,12.2,6.4,25,NA,NA,2022-07-01,11.6,1,Q,P,3772,P,Q,211050,C,1
3734,8,3.5,NA,5,NA,2022-07-01,17.2,1,P,Q,4335,P,P,211108,C,0
4335,8,2.7,NA,1,NA,2022-07-01,13.5,1,P,P,3734,P,Q,211108,C,1
4160,7,4.9,10,NA,NA,2022-07-01,0,1,Q,P,3973,Q,P,211076,C,1
3973,6.6,5.9,10,NA,NA,2022-07-01,0,1,Q,P,4160,Q,P,211076,C,1
3824,6.8,1.9,NA,4,NA,2022-07-01,10.4,1,P,Q,4134,Q,P,211260,C,1
4134,21.3,6.3,21,NA,NA,2022-07-01,5.6,1,Q,P,3824,P,Q,211260,C,1
3547,6.4,2.4,6,NA,NA,2022-07-01,0,1,Q,Q,4038,Q,P,211242,C,1
4038,10.6,4.5,14,NA,NA,2022-07-01,1.8,1,Q,P,3547,Q,Q,211242,C,1
4254,9.4,3.1,NA,5,NA,2022-07-01,17,1,P,P,3725,P,Q,211283,C,1
3725,8.7,3.4,NA,4,NA,2022-07-01,17.5,1,P,Q,4254,P,P,211283,C,1
4412,8,2.5,NA,5,NA,2022-07-01,15.5,1,P,P,3426,P,C,211299,C,0
3426,4.1,1.6,NA,1,NA,2022-07-01,0,1,P,C,4412,P,P,211299,C,1
4405,9.6,2.5,NA,5,NA,2022-07-01,18,1,P,P,4318,P,P,211035,C,1
4318,12,3.4,NA,5,NA,2022-07-01,16.2,1,P,P,4405,P,P,211035,C,1
3630,8,4.9,4,NA,NA,2022-07-01,2.5,1,Q,Q,3810,P,Q,211087,C,0
3810,7.4,2.8,NA,4,NA,2022-07-01,2.5,1,P,Q,3630,Q,Q,211087,C,1
4278,6.5,2.6,NA,0,NA,2022-07-01,14,0,P,P,3798,P,Q,211013,C,0
3798,10.3,3.4,NA,4,NA,2022-07-01,8.5,1,P,Q,4278,P,P,211013,C,0
3834,7.6,3,NA,0,NA,2022-07-01,12.2,0,P,Q,4397,P,P,211217,C,1
4397,10.2,3.4,NA,5,NA,2022-07-01,24.1,1,P,P,3834,P,Q,211217,C,0
4047,11,4.4,15,NA,NA,2022-07-01,5.7,1,Q,P,4419,P,P,211197,C,0
4419,8.9,2.1,NA,5,NA,2022-07-01,7.6,1,P,P,4047,Q,P,211197,C,1
4043,6.2,2.5,16,NA,NA,2022-07-01,0,1,Q,P,4394,P,P,211200,C,1
4394,8.1,3.1,NA,5,NA,2022-07-01,21.4,1,P,P,4043,Q,P,211200,C,0
4024,5.6,4.1,6,NA,NA,2022-07-01,0,1,Q,P,3544,Q,Q,211264,C,1
3544,7,4.3,15,NA,NA,2022-07-01,0,1,Q,Q,4024,Q,P,211264,C,1
3842,8.2,3.4,NA,4,NA,2022-07-01,22.8,1,P,Q,3568,Q,Q,211152,C,1
3568,17.2,5.8,6,NA,NA,2022-07-01,0,1,Q,Q,3842,P,Q,211152,C,0
4334,8.6,3,NA,4,NA,2022-07-01,13.1,1,P,P,3680,Q,Q,211065,C,1
3680,9,4.8,9,NA,NA,2022-07-01,0,1,Q,Q,4334,P,P,211065,C,1
4396,9.6,3.4,NA,5,NA,2022-07-01,27.4,1,P,P,3377,P,C,211280,C,1
3377,5.8,2.5,NA,4,NA,2022-07-01,8.7,1,P,C,4396,P,P,211280,C,1
3916,7.9,3.7,NA,5,NA,2022-07-01,14,1,P,Q,4238,P,P,211088,C,1
4238,7.5,3.1,NA,5,NA,2022-07-01,19,1,P,P,3916,P,Q,211088,C,1
3498,10.3,3.9,16,NA,NA,2022-07-01,4.1,1,Q,Q,3835,P,Q,211190,C,1
3835,8,3.1,NA,4,NA,2022-07-01,13.4,1,P,Q,3498,Q,Q,211190,C,1
3058,5.9,2.7,4,NA,NA,2022-07-01,0,1,Q,C,4148,Q,P,211266,C,1
4148,8.7,5,9,NA,NA,2022-07-01,0,1,Q,P,3058,Q,C,211266,C,0
4380,7.6,3.8,NA,4,NA,2022-07-01,16.8,1,P,P,4105,Q,P,211301,C,1
4105,9,3.6,8,NA,NA,2022-07-01,2,1,Q,P,4380,P,P,211301,C,1
3808,6,2.6,NA,5,NA,2022-07-01,12,1,P,Q,4222,P,P,211277,C,1
4222,6.6,2.5,NA,5,NA,2022-07-01,16,1,P,P,3808,P,Q,211277,C,1
3513,7,1.8,12,NA,NA,2022-07-01,7.2,1,Q,Q,3812,P,Q,211238,C,0
3812,8.7,2.2,NA,3,NA,2022-07-01,5.4,1,P,Q,3513,Q,Q,211238,C,0
3862,5.5,2.1,NA,5,NA,2022-07-01,7.2,1,P,Q,3415,P,C,211158,C,0
3415,4.3,1.4,NA,0,NA,2022-07-01,0,0,P,C,3862,P,Q,211158,C,1
3011,10.7,4.5,9,NA,NA,2022-07-01,4,1,Q,C,3027,Q,C,211047,C,1
3027,9.5,4.3,9,NA,NA,2022-07-01,0,1,Q,C,3011,Q,C,211047,C,1
3539,9,6,10,NA,NA,2022-07-01,5.5,1,Q,Q,3918,P,Q,211122,C,1
3918,8.7,2.7,NA,4,NA,2022-07-01,7.8,1,P,Q,3539,Q,Q,211122,C,1
3855,10.7,3.4,NA,4,NA,2022-07-01,16,1,P,Q,4001,Q,P,211223,C,1
4001,11,6.3,9,NA,NA,2022-07-01,6,1,Q,P,3855,P,Q,211223,C,0
3536,11.7,7.8,18,NA,NA,2022-07-01,0,1,Q,Q,4036,Q,P,211180,C,1
4036,8.4,4.8,15,NA,NA,2022-07-01,3,1,Q,P,3536,Q,Q,211180,C,1
4092,15.2,4.9,11,NA,NA,2022-07-01,1.7,1,Q,P,4257,P,P,211131,C,0
4257,7,4.3,NA,3,NA,2022-07-01,4.1,1,P,P,4092,Q,P,211131,C,1
3943,8.2,2.7,NA,4,NA,2022-07-01,6,1,P,Q,4192,Q,P,211093,C,1
4192,4.4,4.2,6,NA,NA,2022-07-01,0,1,Q,P,3943,P,Q,211093,C,1
4269,8.2,3.1,NA,5,NA,2022-07-01,32,1,P,P,3985,Q,P,211054,C,1
3985,11.5,9.5,14,NA,NA,2022-07-01,4.2,1,Q,P,4269,P,P,211054,C,1
4151,7.4,3.7,10,NA,NA,2022-07-01,4,1,Q,P,4147,Q,P,211269,C,1
4147,7,7.8,18,NA,NA,2022-07-01,10,1,Q,P,4151,Q,P,211269,C,1
3519,9.3,4.3,3,NA,NA,2022-07-01,0,1,Q,Q,4095,Q,P,211128,C,1
4095,7.5,3.6,11,NA,NA,2022-07-01,0,1,Q,P,3519,Q,Q,211128,C,1
4205,12,3,NA,5,NA,2022-07-01,7.8,1,P,P,3828,P,Q,211179,C,1
3828,9.4,2.8,NA,4,NA,2022-07-01,13.6,1,P,Q,4205,P,P,211179,C,1
4233,7.7,3,NA,3,NA,2022-07-01,6.3,1,P,P,3244,P,C,211129,C,1
3244,7,2.2,NA,5,NA,2022-07-01,10.6,1,P,C,4233,P,P,211129,C,0
3481,6.7,3.1,3,NA,NA,2022-07-01,0,1,Q,Q,3038,Q,C,211006,C,0
3038,9,4.9,10,NA,NA,2022-07-01,0,1,Q,C,3481,Q,Q,211006,C,1
3126,4.2,3.2,2,NA,NA,2022-07-01,0,1,Q,C,3111,Q,C,211022,C,1
3111,13.5,5.3,6,NA,NA,2022-07-01,0,1,Q,C,3126,Q,C,211022,C,1
4100,8.5,6.4,6,NA,NA,2022-07-01,1.3,1,Q,P,3732,P,Q,211104,C,1
3732,9,3.9,NA,3,NA,2022-07-01,31.2,1,P,Q,4100,Q,P,211104,C,1
3894,7,2.7,NA,2,NA,2022-07-01,8.6,1,P,Q,4123,Q,P,211330,C,1
4123,6.5,5.9,3,NA,NA,2022-07-01,1.8,1,Q,P,3894,P,Q,211330,C,0
4308,12,2.9,NA,5,NA,2022-07-01,22.5,1,P,P,4011,Q,P,211178,C,1
4011,9,6,28,NA,NA,2022-07-01,11.2,1,Q,P,4308,P,P,211178,C,1
3980,11,4.6,7,NA,NA,2022-07-01,0,1,Q,P,3013,Q,C,211096,C,1
3705,10.9,4.1,9,NA,dead,2022-07-01,0,1,Q,Q,3806,P,Q,211021,C,0
3806,10,3.2,NA,5,NA,2022-07-01,23.5,1,P,Q,3705,Q,Q,211021,C,0
3778,8.4,2.8,NA,4,NA,2022-07-01,13.4,1,P,Q,4002,Q,P,211063,C,1
4002,12.2,5,17,NA,NA,2022-07-01,7.5,1,Q,P,3778,P,Q,211063,C,1
3508,11.4,4.7,7,NA,NA,2022-07-01,0,1,Q,Q,4276,P,P,211109,C,1
4276,16.2,3.1,NA,5,NA,2022-07-01,30,1,P,P,3508,Q,Q,211109,C,1
3087,7.2,3,12,NA,NA,2022-07-01,0,1,Q,C,3594,Q,Q,211275,C,1
3594,9,4.9,5,NA,NA,2022-07-01,0,1,Q,Q,3087,Q,C,211275,C,1
3700,19.2,6,10,NA,NA,2022-07-01,4,1,Q,Q,3787,P,Q,211009,C,0
3378,7.5,2.2,NA,5,NA,2022-07-01,5.8,1,P,C,3897,P,Q,211308,C,0
3897,8.9,2,NA,0,NA,2022-07-01,19.3,0,P,Q,3378,P,C,211308,C,1
3127,7.4,5.3,1,NA,NA,2022-07-01,0,1,Q,C,3129,Q,C,211112,C,1
3129,6.2,4.8,4,NA,NA,2022-07-01,0,1,Q,C,3127,Q,C,211112,C,0
4185,10.9,3.8,16,NA,NA,2022-07-01,3,1,Q,P,3946,P,Q,211338,C,1
3946,11.4,3,NA,5,NA,2022-07-01,19.6,1,P,Q,4185,Q,P,211338,C,1
4282,9.4,2.6,NA,5,NA,2022-07-01,12.1,1,P,P,4132,Q,P,211161,C,1
4132,11,4.1,7,NA,NA,2022-07-01,0,1,Q,P,4282,P,P,211161,C,1
3506,10,5.2,15,NA,NA,2022-07-01,5,1,Q,Q,4099,Q,P,211099,C,1
4099,9.1,6.3,8,NA,NA,2022-07-01,0,1,Q,P,3506,Q,Q,211099,C,1
4283,8.9,3.1,NA,5,NA,2022-07-01,15.5,1,P,P,3266,P,C,211111,C,1
3266,7.5,2.1,NA,5,NA,2022-07-01,5,1,P,C,4283,P,P,211111,C,1
4413,10.4,2.7,NA,4,NA,2022-07-01,15.5,1,P,P,3530,Q,Q,211141,C,1
3530,11.9,3.5,24,NA,NA,2022-07-01,6,1,Q,Q,4413,P,P,211141,C,1
4284,10.7,2.9,NA,5,NA,2022-07-01,19.5,1,P,P,3603,Q,Q,211165,C,1
3603,8.6,5.4,19,NA,NA,2022-07-01,4.5,1,Q,Q,4284,P,P,211165,C,1
3504,17.7,4.5,10,NA,NA,2022-07-01,4,1,Q,Q,4005,Q,P,211003,C,1
4005,13.1,3.5,6,NA,NA,2022-07-01,1,1,Q,P,3504,Q,Q,211003,C,1
3197,29.4,5.4,15,NA,NA,2022-07-01,0,1,Q,C,4044,Q,P,211333,C,1
4044,14.8,6.4,10,NA,NA,2022-07-01,3,1,Q,P,3197,Q,C,211333,C,0
3252,8.5,2.1,NA,4,NA,2022-07-01,7,1,P,C,3738,P,Q,211143,C,0
3738,8.8,2.5,NA,1,NA,2022-07-01,12.5,1,P,Q,3252,P,C,211143,C,1
3535,9.5,2.9,12,NA,NA,2022-07-01,0,1,Q,Q,3167,Q,C,211312,C,1
3167,18.5,5.2,11,NA,NA,2022-07-01,1,1,Q,C,3535,Q,Q,211312,C,1
3533,9.3,3.6,10,NA,NA,2022-07-01,0,1,Q,Q,3994,Q,P,211315,C,1
3994,20.9,4.9,13,NA,NA,2022-07-01,6.5,1,Q,P,3533,Q,Q,211315,C,1
3035,7.4,3.4,15,NA,NA,2022-07-01,2,1,Q,C,3718,Q,Q,211051,C,1
3718,10.4,3.9,7,NA,NA,2022-07-01,4,1,Q,Q,3035,Q,C,211051,C,1
4390,7.6,2.4,NA,5,NA,2022-07-01,14,1,P,P,3805,P,Q,211002,C,1
3805,8.6,3,NA,4,NA,2022-07-01,9,1,P,Q,4390,P,P,211002,C,1
4031,8.8,3.8,9,NA,dead,2022-07-01,1,1,Q,P,4071,Q,P,211253,C,1
4071,14.5,3.7,15,NA,NA,2022-07-01,0,1,Q,P,4031,Q,P,211253,C,0
3509,9.7,3.6,15,NA,NA,2022-07-01,2,1,Q,Q,3125,Q,C,211041,C,1
3125,5.5,3.3,1,NA,NA,2022-07-01,0,1,Q,C,3509,Q,Q,211041,C,1
3616,10.8,4.5,12,NA,dead,2022-07-01,9,1,Q,Q,3840,P,Q,211218,C,1
3840,14.6,3.3,NA,5,NA,2022-07-01,22,1,P,Q,3616,Q,Q,211218,C,1
3783,10.6,4.4,NA,5,NA,2022-07-01,11.5,1,P,Q,4309,P,P,211249,C,0
4309,8.3,1.8,NA,4,NA,2022-07-01,9.5,1,P,P,3783,P,Q,211249,C,1
3554,9.4,3.7,22,NA,NA,2022-07-01,5.5,1,Q,Q,3018,Q,C,211220,C,0
3018,5.9,3.9,0,NA,dead,2022-07-01,0,1,Q,C,3554,Q,Q,211220,C,1
4144,9.9,4.4,18,NA,NA,2022-07-01,6.5,1,Q,P,3861,P,Q,211168,C,1
3861,7.8,2.6,NA,4,NA,2022-07-01,9,1,P,Q,4144,Q,P,211168,C,1
3662,19.3,6.1,8,NA,NA,2022-07-01,4,1,Q,Q,3655,Q,Q,211123,C,1
3655,10.6,5.3,6,NA,NA,2022-07-01,1,1,Q,Q,3662,Q,Q,211123,C,1
3833,12.3,2.9,NA,5,NA,2022-07-01,14.5,1,P,Q,3278,P,C,211219,C,1
3278,6.9,2.1,NA,5,NA,2022-07-01,3.5,1,P,C,3833,P,Q,211219,C,1
3414,4.1,1.7,NA,0,dead,2022-07-01,1,0,P,C,4336,P,P,211160,C,0
4336,5.9,2.7,NA,1,NA,2022-07-01,6.5,1,P,P,3414,P,C,211160,C,0
4066,12.6,4.2,28,NA,NA,2022-07-01,13.5,1,Q,P,4332,P,P,211005,C,1
4332,10,2.9,NA,4,NA,2022-07-01,22.5,1,P,P,4066,Q,P,211005,C,1
3327,3.5,0.8,NA,0,NA,2022-07-01,0,0,P,C,4311,P,P,211207,C,0
4311,9.6,2.2,NA,0,NA,2022-07-01,24,0,P,P,3327,P,C,211207,C,0
3621,7,3.2,9,NA,NA,2022-07-01,0,1,Q,Q,3619,Q,Q,211322,C,1
3619,9.4,4.7,13,NA,NA,2022-07-01,0,1,Q,Q,3621,Q,Q,211322,C,0
4379,8,2.5,NA,3,NA,2022-07-01,15,1,P,P,4063,Q,P,211224,C,1
4063,5.4,7,35,NA,NA,2022-07-01,8,1,Q,P,4379,P,P,211224,C,1
4367,7.5,2.3,NA,5,NA,2022-07-01,11,1,P,P,3614,Q,Q,211320,C,1
3614,13,4,9,NA,NA,2022-07-01,0,1,Q,Q,4367,P,P,211320,C,1
4410,11,3.1,NA,4,NA,2022-07-01,28,1,P,P,3261,P,C,211149,C,1
3261,6.5,2.1,NA,4,NA,2022-07-01,11.3,1,P,C,4410,P,P,211149,C,1
4013,9,4.6,14,NA,NA,2022-07-01,8,1,Q,P,3856,P,Q,211326,C,0
3856,10,2.5,NA,0,NA,2022-07-01,12,0,P,Q,4013,Q,P,211326,C,1
3640,11.9,5.5,20,NA,NA,2022-07-01,0,1,Q,Q,3599,Q,Q,211246,C,1
3599,10,7.1,10,NA,NA,2022-07-01,3,1,Q,Q,3640,Q,Q,211246,C,1
3849,8,2.8,NA,5,NA,2022-07-01,21,1,P,Q,3817,P,Q,211151,C,1
3817,6.7,2.2,NA,5,NA,2022-07-01,8.5,1,P,Q,3849,P,Q,211151,C,1
4378,9,2.7,NA,5,NA,2022-07-01,9,1,P,P,4089,Q,P,211323,C,1
4089,11,2.9,24,NA,NA,2022-07-01,8.5,1,Q,P,4378,P,P,211323,C,1
3825,6.2,2.5,NA,4,NA,2022-07-01,21,1,P,Q,3338,P,C,211325,C,1
3338,8.2,3,NA,4,NA,2022-07-01,17,1,P,C,3825,P,Q,211325,C,1
3752,12.5,3.1,NA,5,NA,2022-07-01,7.5,1,P,Q,3739,P,Q,211102,C,0
3739,6.5,1.6,NA,0,NA,2022-07-01,4.5,0,P,Q,3752,P,Q,211102,C,1
3151,11,4.6,18,NA,NA,2022-07-01,0,1,Q,C,3191,Q,C,211304,C,1
3191,6.7,4.7,3,NA,NA,2022-07-01,2,1,Q,C,3151,Q,C,211304,C,1
3785,10,3.3,NA,5,NA,2022-07-01,18,1,P,Q,3777,P,Q,211204,C,1
3777,9,2.8,NA,5,NA,2022-07-01,16.5,1,P,Q,3785,P,Q,211204,C,1
3260,6,2.3,NA,1,NA,2022-07-01,4,1,P,C,4400,P,P,211124,C,1
4400,9,2.6,NA,5,NA,2022-07-01,8.5,1,P,P,3260,P,C,211124,C,0
3799,10.3,4,NA,5,NA,2022-07-01,15.5,1,P,Q,3679,Q,Q,211034,C,1
3679,5,4.3,5,NA,NA,2022-07-01,0,1,Q,Q,3799,P,Q,211034,C,1
3600,9.5,5.7,9,NA,NA,2022-07-01,7,1,Q,Q,3046,Q,C,211166,C,1
3046,12,5,5,NA,NA,2022-07-01,0,1,Q,C,3600,Q,Q,211166,C,1
4061,10,5,16,NA,NA,2022-07-01,3,1,Q,P,3483,Q,Q,211103,C,1
3483,7.5,3.2,4,NA,NA,2022-07-01,0,1,Q,Q,4061,Q,P,211103,C,1
3118,9.7,4.5,3,NA,NA,2022-07-01,0,1,Q,C,3136,Q,C,211115,C,1
3136,8.6,5,2,NA,NA,2022-07-01,0,1,Q,C,3118,Q,C,211115,C,1
3000,20,5.2,4,NA,NA,2022-07-01,0,1,Q,C,4014,Q,P,211148,C,1
4014,7.3,4.5,12,NA,NA,2022-07-01,0,1,Q,P,3000,Q,C,211148,C,1
4029,6.7,3.2,9,NA,NA,2022-07-01,0,1,Q,P,4056,Q,P,211153,C,1
4056,7.1,7.2,8,NA,NA,2022-07-01,0,1,Q,P,4029,Q,P,211153,C,1
4159,7.6,4.2,6,NA,NA,2022-07-01,1.7,1,Q,P,3114,Q,C,211075,C,1
3114,5.3,4.6,6,NA,NA,2022-07-01,0,1,Q,C,4159,Q,P,211075,C,1
3837,9.5,3.1,NA,4,NA,2022-07-01,11.6,1,P,Q,3587,Q,Q,211229,C,1
3587,20.5,5,5,NA,NA,2022-07-01,3,1,Q,Q,3837,P,Q,211229,C,1
3383,7.5,3.1,NA,5,NA,2022-07-01,9.5,1,P,C,4407,P,P,211245,C,1
4407,7,2.3,NA,5,NA,2022-07-01,20.3,1,P,P,3383,P,C,211245,C,1
3335,7.5,2,NA,5,NA,2022-07-01,10,1,P,C,3905,P,Q,211196,C,1
3905,8.5,3,NA,5,NA,2022-07-01,31,1,P,Q,3335,P,C,211196,C,1
3135,6,7.2,4,NA,NA,2022-07-01,3.5,1,Q,C,3132,Q,C,211250,C,1
3132,12,4.2,11,NA,NA,2022-07-01,0,1,Q,C,3135,Q,C,211250,C,1
4280,10.2,3,NA,5,NA,2022-07-01,23,1,P,P,4079,Q,P,211256,C,1
4079,13.5,4.5,13,NA,NA,2022-07-01,0,1,Q,P,4280,P,P,211256,C,1
3272,8.7,2.5,NA,4,NA,2022-07-01,6.5,1,P,C,4293,P,P,211265,C,1
4293,6.8,2.9,NA,5,NA,2022-07-01,17.3,1,P,P,3272,P,C,211265,C,1
4195,10.3,4.3,23,NA,NA,2022-07-01,25,1,Q,P,3008,Q,C,211036,C,1
3008,8.5,4.9,10,NA,NA,2022-07-01,0,1,Q,C,4195,Q,P,211036,C,1
3532,11.4,4.4,17,NA,NA,2022-07-01,3.5,1,Q,Q,4228,P,P,211268,C,1
4228,8.5,2.2,NA,3,NA,2022-07-01,7.5,1,P,P,3532,Q,Q,211268,C,0
4255,5.6,2,NA,4,NA,2022-07-01,6.5,1,P,P,3584,Q,Q,211255,C,1
3584,12,4.5,8,NA,NA,2022-07-01,0,1,Q,Q,4255,P,P,211255,C,1
3250,5.4,2.4,NA,0,NA,2022-07-01,2,0,P,C,3438,P,C,211191,C,0
3438,3.5,1.6,NA,0,NA,2022-07-01,0,0,P,C,3250,P,C,211191,C,0
3254,5.2,2.4,NA,3,NA,2022-07-01,2.5,1,P,C,4253,P,P,211188,C,1
4253,8,2.5,NA,3,NA,2022-07-01,3,1,P,P,3254,P,C,211188,C,1
4399,8.6,2.7,NA,4,NA,2022-07-01,8,1,P,P,4227,P,P,211279,C,1
4227,12,4.2,NA,5,NA,2022-07-01,16,1,P,P,4399,P,P,211279,C,1
4133,11.8,5,8,NA,NA,2022-07-01,0,1,Q,P,3850,P,Q,211294,C,0
3850,5.3,2.8,NA,3,NA,2022-07-01,2.5,1,P,Q,4133,Q,P,211294,C,1
3626,8.8,3.5,17,NA,NA,2022-07-01,4.2,1,Q,Q,3629,Q,Q,211184,C,1
3629,12.5,5.2,8,NA,NA,2022-07-01,0,1,Q,Q,3626,Q,Q,211184,C,1
3623,9.5,3.6,10,NA,NA,2022-07-01,0,1,Q,Q,3746,P,Q,211306,C,1
3746,10,2.7,NA,2,NA,2022-07-01,18,1,P,Q,3623,Q,Q,211306,C,1
3549,10.3,4,14,NA,NA,2022-07-01,0,1,Q,Q,4221,P,P,211215,C,1
4221,8,2.6,NA,3,NA,2022-07-01,10,1,P,P,3549,Q,Q,211215,C,1
4316,11.6,3.2,NA,5,NA,2022-07-01,13,1,P,P,3885,P,Q,211136,C,1
3885,8,2.8,NA,4,NA,2022-07-01,12.3,1,P,Q,4316,P,P,211136,C,1
3542,9.7,3.3,22,NA,NA,2022-07-01,6.5,1,Q,Q,3844,P,Q,211243,C,1
3844,13.5,3.5,NA,5,NA,2022-07-01,8.5,1,P,Q,3542,Q,Q,211243,C,1
3839,13,4,NA,5,NA,2022-07-01,17,1,P,Q,3838,P,Q,211139,C,1
3838,8,3.3,NA,3,NA,2022-07-01,14,1,P,Q,3839,P,Q,211139,C,1
3775,10.8,2.3,NA,4,NA,2022-07-01,3,1,P,Q,4333,P,P,211066,C,1
4333,11.6,2.8,NA,5,NA,2022-07-01,20,1,P,P,3775,P,Q,211066,C,1
4218,8.5,3.1,NA,5,NA,2022-07-01,19,1,P,P,3723,P,Q,211307,C,1
3723,6,2.1,NA,5,NA,2022-07-01,10.5,1,P,Q,4218,P,P,211307,C,1
3095,8.7,5.5,5,NA,NA,2022-07-01,0,1,Q,C,4135,Q,P,211288,C,1
4135,8.4,3.2,11,NA,NA,2022-07-01,2.5,1,Q,P,3095,Q,C,211288,C,1
3542,10.3,3.3,24,NA,NA,2022-07-01,7.5,1,Q,Q,3844,P,Q,211243,C,1
3844,13.6,3.3,NA,5,NA,2022-07-01,9,1,P,Q,3542,Q,Q,211243,C,1
3839,13.9,3.4,NA,5,NA,2022-07-01,15.5,1,P,Q,3838,P,Q,211139,C,1
3838,10.3,3.3,NA,4,NA,2022-07-01,16,1,P,Q,3839,P,Q,211139,C,1
3623,9.3,3.4,10,NA,NA,2022-07-01,0,1,Q,Q,3746,P,Q,211306,C,1
3746,11.3,2,NA,3,NA,2022-07-01,18.5,1,P,Q,3623,Q,Q,211306,C,1
3549,10.6,4.7,14,NA,NA,2022-07-01,3.5,1,Q,Q,4221,P,P,211215,C,1
4221,11.4,2.7,NA,4,NA,2022-07-01,8.5,1,P,P,3549,Q,Q,211215,C,1
4316,12.4,3.1,NA,5,NA,2022-07-01,10,1,P,P,3885,P,Q,211136,C,1
3885,8.7,2.6,NA,5,NA,2022-07-01,9.5,1,P,Q,4316,P,P,211136,C,1
3489,27.1,4.2,3,NA,NA,2022-07-01,0,1,Q,Q,3511,Q,Q,211163,C,1
